customer_id,payment_method,success_rate,cashback_offered,transaction_fee,customer_preference
5430,Debit Card,0.89,3,1.82,3
9077,Credit Card,0.83,1,0.3,5
3565,Credit Card,0.93,9,1.92,1
1390,Net Banking,0.95,7,1.94,3
7275,UPI,0.93,0,1.87,3
825,Pay on Delivery,0.92,8,0.98,7
2266,Amazon Pay Later,0.85,7,0.83,1
937,Credit Card,0.93,2,1.44,7
6403,Amazon Pay Later,0.87,9,0.71,9
3846,UPI,0.98,3,0.23,10
1797,Net Banking,0.93,9,1.81,1
8246,Amazon Pay Later,0.86,3,1.31,8
7215,Easy Monthly Installments (EMI),0.89,1,0.49,8
727,UPI,0.97,9,0.13,5
2737,UPI,0.87,4,1.47,9
1914,Pay on Delivery,0.91,2,1.72,4
9789,Amazon Pay Balance,0.94,0,0.87,6
7658,Net Banking,0.95,1,0.25,7
2467,Net Banking,0.83,6,1.33,7
9042,Pay on Delivery,0.91,0,0.66,2
7313,Easy Monthly Installments (EMI),0.98,1,0.37,2
8195,Amazon Pay Later,0.99,9,1.07,4
7907,Debit Card,0.93,6,1.02,4
4877,Easy Monthly Installments (EMI),1.0,0,1.08,1
7288,Amazon Pay Balance,0.91,6,1.67,4
893,Net Banking,0.89,7,1.02,0
4676,UPI,0.91,1,1.81,10
1934,Net Banking,0.82,3,1.7,6
1381,Easy Monthly Installments (EMI),0.88,6,1.34,10
1291,Debit Card,0.89,0,0.21,6
1641,Credit Card,0.97,5,1.74,0
7491,Credit Card,0.95,4,1.82,2
9180,Pay on Delivery,0.92,5,0.81,7
1219,Net Banking,0.87,7,1.1,10
5017,Net Banking,0.84,0,0.63,8
6882,Amazon Pay Balance,0.87,2,0.13,2
9548,Net Banking,0.94,8,1.01,5
9753,Debit Card,0.85,7,0.35,5
9611,Net Banking,0.89,3,0.45,5
955,Amazon Pay Later,0.88,9,1.01,4
9176,Easy Monthly Installments (EMI),0.95,8,1.75,5
7292,Pay on Delivery,0.98,6,1.7,5
975,Debit Card,0.94,1,1.93,9
4134,Amazon Pay Balance,0.87,0,1.02,5
5371,Amazon Pay Later,0.89,0,1.15,7
3973,Amazon Pay Later,0.83,2,1.66,10
5296,Easy Monthly Installments (EMI),0.83,9,1.43,5
9106,Credit Card,0.83,1,0.45,2
8229,Debit Card,0.83,3,0.86,6
9904,Easy Monthly Installments (EMI),0.84,7,1.87,5
3021,Amazon Pay Later,0.84,4,0.38,10
8988,Amazon Pay Balance,0.82,4,0.5,8
4037,Easy Monthly Installments (EMI),0.93,5,0.86,3
5069,Credit Card,1.0,4,1.89,0
5234,Amazon Pay Later,0.98,4,0.32,5
9517,Easy Monthly Installments (EMI),0.81,6,1.38,8
318,Debit Card,0.88,5,0.35,7
2397,Credit Card,0.97,9,1.1,1
2163,Debit Card,0.83,1,1.12,2
2746,Debit Card,0.97,0,0.18,7
1592,Debit Card,0.92,0,1.91,10
6184,Easy Monthly Installments (EMI),0.99,3,1.63,8
3931,Credit Card,0.98,1,0.68,7
1313,Easy Monthly Installments (EMI),0.94,5,0.35,9
9478,Easy Monthly Installments (EMI),0.93,8,0.76,0
4312,Easy Monthly Installments (EMI),0.84,9,1.8,2
7315,Amazon Pay Later,0.82,9,0.35,10
2384,Net Banking,0.88,7,0.76,7
3240,UPI,0.84,3,1.04,0
2140,Amazon Pay Later,0.82,1,0.16,6
1705,Credit Card,0.86,0,0.61,3
6925,UPI,0.97,6,1.23,6
363,UPI,0.8,9,0.72,3
2605,UPI,0.86,2,1.75,7
9909,Net Banking,0.88,5,1.88,5
4287,Easy Monthly Installments (EMI),0.9,4,0.94,9
3739,Pay on Delivery,0.84,4,1.11,9
2470,Amazon Pay Balance,0.99,1,1.3,7
4796,Credit Card,0.92,8,1.36,0
6151,Pay on Delivery,0.9,3,0.22,8
557,Net Banking,0.8,9,0.2,10
9018,Net Banking,0.9,0,1.74,8
2809,Amazon Pay Balance,0.97,1,0.52,5
5151,UPI,0.84,8,1.21,8
7562,Easy Monthly Installments (EMI),0.87,6,1.29,5
2720,Amazon Pay Balance,0.8,9,0.41,5
6507,Pay on Delivery,1.0,1,1.55,3
3742,Pay on Delivery,0.81,6,1.75,2
9767,Amazon Pay Balance,0.98,3,0.64,2
3999,Net Banking,0.86,9,1.77,1
2404,Credit Card,0.92,1,0.25,3
8781,Debit Card,0.94,3,1.62,8
9740,Easy Monthly Installments (EMI),0.83,4,1.32,6
295,Pay on Delivery,0.89,3,1.21,2
5344,Pay on Delivery,0.87,2,0.54,7
9883,Amazon Pay Balance,0.81,5,0.79,8
1137,Easy Monthly Installments (EMI),0.97,0,1.83,0
2065,Amazon Pay Balance,0.81,7,0.98,0
7010,UPI,0.93,4,1.23,8
4544,Easy Monthly Installments (EMI),0.86,7,1.88,8
1008,UPI,0.84,9,0.99,6
5446,Pay on Delivery,0.93,3,0.84,2
5353,Net Banking,0.91,3,1.8,3
9440,UPI,0.86,4,1.83,6
1436,Easy Monthly Installments (EMI),0.9,4,0.77,8
572,Amazon Pay Later,0.85,5,1.22,7
2383,Easy Monthly Installments (EMI),0.97,4,1.93,7
9438,Amazon Pay Balance,0.86,4,0.21,0
5085,UPI,0.85,7,0.18,5
278,Credit Card,0.95,5,1.08,5
7060,Amazon Pay Later,0.8,1,0.65,4
1888,Net Banking,0.85,3,1.21,10
1266,Debit Card,0.88,3,1.48,0
7492,Amazon Pay Balance,0.98,4,0.23,2
1041,Amazon Pay Balance,0.99,5,1.78,3
9110,Credit Card,0.94,4,0.63,9
8074,Debit Card,0.9,5,0.82,6
9078,Pay on Delivery,0.93,7,0.74,4
2753,Debit Card,0.88,3,1.7,1
8214,Net Banking,0.86,2,0.42,2
4570,Net Banking,0.99,8,0.15,0
6354,Amazon Pay Later,0.82,2,1.95,5
2354,Pay on Delivery,0.87,7,1.96,7
7438,Amazon Pay Balance,0.98,9,0.59,3
4800,UPI,0.94,4,0.12,1
687,Net Banking,0.81,8,1.33,3
8477,Credit Card,0.8,2,1.33,9
4812,Credit Card,0.9,9,1.89,3
8955,Credit Card,0.9,9,0.67,4
5347,Easy Monthly Installments (EMI),0.89,7,0.46,2
5044,Pay on Delivery,0.86,6,1.27,8
2429,Pay on Delivery,1.0,6,1.17,6
5127,Net Banking,0.85,9,1.46,8
8221,Net Banking,0.9,8,1.78,6
9099,Credit Card,0.88,7,1.16,9
7814,Pay on Delivery,0.83,2,0.39,3
9646,Pay on Delivery,0.84,5,1.24,4
3357,Net Banking,0.98,5,0.81,6
8708,Easy Monthly Installments (EMI),0.97,4,0.96,5
7267,UPI,0.84,2,1.92,8
6541,UPI,0.98,8,1.15,2
39,Amazon Pay Later,0.84,6,0.38,7
3343,Pay on Delivery,0.93,3,0.94,10
9079,Amazon Pay Balance,0.82,5,0.53,9
2845,UPI,0.98,4,0.36,10
1099,Amazon Pay Later,0.81,0,1.45,3
7028,Debit Card,0.91,1,1.29,8
1824,Amazon Pay Balance,0.96,0,1.05,0
3156,Pay on Delivery,0.82,8,0.9,4
3094,UPI,0.88,8,0.71,3
5659,Easy Monthly Installments (EMI),0.81,4,0.27,4
3779,Debit Card,0.94,7,0.67,5
2897,Amazon Pay Later,0.86,9,1.69,0
989,UPI,0.91,3,1.59,7
4117,Pay on Delivery,0.99,0,1.95,10
6447,UPI,0.86,3,1.35,2
4180,Net Banking,0.81,6,1.15,6
1683,Debit Card,0.94,1,0.66,6
5627,UPI,0.96,1,0.25,8
7425,Credit Card,0.99,5,1.27,10
934,Easy Monthly Installments (EMI),0.83,8,1.03,10
3599,Net Banking,0.88,2,1.54,6
1981,Net Banking,0.97,6,0.88,7
3057,UPI,0.96,9,1.97,3
8985,Easy Monthly Installments (EMI),0.92,8,0.86,9
792,Net Banking,0.85,8,0.73,3
5391,Amazon Pay Balance,0.86,3,1.75,9
6636,Debit Card,0.82,1,0.85,7
2256,Amazon Pay Balance,0.98,0,1.75,3
3611,Amazon Pay Later,0.83,5,0.15,3
1608,Amazon Pay Balance,0.91,4,1.42,9
5180,Easy Monthly Installments (EMI),0.92,5,0.24,2
6574,Credit Card,0.87,6,0.38,2
985,Net Banking,0.87,8,1.43,10
5777,Easy Monthly Installments (EMI),0.93,9,0.65,3
3677,Net Banking,0.88,9,0.5,1
3381,Pay on Delivery,0.85,5,1.62,2
8712,Credit Card,0.88,5,1.9,10
8783,Net Banking,0.96,2,0.54,1
1051,Amazon Pay Balance,0.99,7,0.7,10
3634,Pay on Delivery,0.93,8,1.46,5
6343,Pay on Delivery,0.96,0,1.65,2
960,Amazon Pay Later,0.91,5,2.0,1
6060,Pay on Delivery,0.92,6,0.62,8
8885,Pay on Delivery,1.0,7,1.16,7
5656,UPI,0.89,9,0.35,4
4474,Credit Card,0.81,7,0.73,8
2947,Amazon Pay Balance,0.99,6,0.19,4
7726,Easy Monthly Installments (EMI),0.96,7,0.5,4
527,Amazon Pay Balance,0.88,8,1.06,10
3225,Amazon Pay Balance,1.0,9,0.41,10
1876,UPI,0.87,6,1.79,3
1764,Debit Card,0.87,2,1.45,2
8713,Net Banking,0.92,8,0.15,9
5798,Net Banking,0.85,0,1.77,8
9209,Easy Monthly Installments (EMI),0.94,7,1.96,3
7100,Pay on Delivery,0.83,5,1.05,6
5110,Amazon Pay Later,0.82,2,0.7,4
6645,Easy Monthly Installments (EMI),0.91,8,0.6,6
117,Debit Card,0.91,5,0.27,7
2434,Net Banking,0.82,6,1.03,7
5464,Amazon Pay Later,0.99,1,0.2,9
584,Easy Monthly Installments (EMI),0.91,0,1.06,5
8587,Amazon Pay Later,0.83,0,0.58,4
3789,Amazon Pay Balance,0.86,2,1.01,10
4168,Credit Card,0.96,2,0.89,1
8466,Amazon Pay Balance,0.9,7,0.68,7
1390,UPI,0.84,6,0.95,4
8358,Pay on Delivery,0.82,9,1.0,7
9760,Net Banking,0.89,7,1.68,5
6155,Amazon Pay Later,0.87,0,1.36,7
5421,Easy Monthly Installments (EMI),0.93,3,0.92,0
8921,Pay on Delivery,0.99,7,1.82,8
2044,Credit Card,0.85,9,1.54,8
4198,Easy Monthly Installments (EMI),0.97,1,0.24,2
3497,Net Banking,0.98,6,0.39,4
779,Amazon Pay Later,0.98,7,0.26,6
214,Amazon Pay Later,0.99,8,0.71,7
3763,Amazon Pay Balance,0.97,6,0.93,6
9769,Credit Card,0.92,8,1.06,2
6732,Credit Card,0.88,1,1.72,6
3118,Net Banking,0.9,0,0.13,0
5792,Amazon Pay Later,0.97,0,0.91,4
8784,Pay on Delivery,0.86,3,0.88,8
2721,Credit Card,0.83,0,1.9,1
8906,Credit Card,0.83,6,0.56,2
9128,Easy Monthly Installments (EMI),0.97,7,0.33,8
6048,Net Banking,0.95,2,0.37,2
8033,Amazon Pay Balance,0.9,0,1.09,7
2,Easy Monthly Installments (EMI),0.85,2,0.84,5
6369,Easy Monthly Installments (EMI),0.94,1,1.53,6
1950,Debit Card,0.81,5,0.71,4
6733,UPI,0.91,6,0.34,9
7834,Debit Card,0.88,8,0.84,6
918,Credit Card,1.0,4,1.78,9
3175,Amazon Pay Later,0.9,3,0.87,10
7015,UPI,0.91,0,1.68,9
90,UPI,0.94,5,0.81,2
1710,Amazon Pay Later,0.9,7,0.63,10
3042,UPI,0.84,3,1.57,4
106,Amazon Pay Later,0.91,0,0.5,5
9079,UPI,0.99,4,0.54,8
8620,Easy Monthly Installments (EMI),0.88,9,0.19,3
1896,Pay on Delivery,0.94,4,0.46,7
6091,Net Banking,1.0,1,0.82,7
8509,Net Banking,0.97,5,0.86,9
6083,Debit Card,0.93,9,0.9,5
635,Easy Monthly Installments (EMI),0.95,8,1.01,7
1926,UPI,0.99,5,1.19,4
2057,Amazon Pay Balance,0.99,7,0.46,0
6918,Amazon Pay Later,0.99,9,1.27,3
3145,Easy Monthly Installments (EMI),0.93,2,0.74,10
9632,UPI,0.88,9,1.49,5
553,Net Banking,0.83,1,1.16,8
8908,Net Banking,0.88,3,1.15,3
5384,Amazon Pay Later,0.99,8,1.4,5
3912,Amazon Pay Balance,0.98,8,0.73,9
9906,UPI,0.9,2,0.92,10
3390,UPI,0.91,0,1.21,4
9300,Amazon Pay Balance,0.86,0,0.9,8
8443,Amazon Pay Balance,0.89,3,0.94,9
2431,Amazon Pay Balance,0.94,3,0.62,5
459,Net Banking,0.88,9,0.65,2
208,Amazon Pay Later,0.84,5,1.43,1
900,Easy Monthly Installments (EMI),0.91,4,0.11,2
22,Pay on Delivery,0.85,5,0.28,5
8602,Amazon Pay Balance,0.99,9,1.9,9
895,Amazon Pay Later,0.88,6,0.46,7
515,Debit Card,0.98,6,0.89,7
7295,UPI,0.85,9,1.71,4
4905,UPI,0.84,9,0.1,0
7868,Pay on Delivery,0.92,8,1.86,0
4110,Pay on Delivery,0.96,5,0.2,6
7180,Credit Card,0.91,7,0.42,1
1561,Debit Card,0.85,1,0.16,3
1267,Easy Monthly Installments (EMI),0.81,7,1.09,9
3639,Pay on Delivery,0.92,8,1.89,4
8942,Amazon Pay Balance,0.83,3,1.69,7
3428,Amazon Pay Balance,0.87,4,1.32,9
4781,Easy Monthly Installments (EMI),0.94,4,0.45,8
1928,Net Banking,0.82,1,1.75,0
2357,Debit Card,0.83,4,1.53,8
4791,Amazon Pay Balance,0.81,8,0.61,4
307,Pay on Delivery,1.0,3,1.63,3
7980,Credit Card,0.88,9,1.77,9
3666,Amazon Pay Later,0.98,2,1.43,4
7058,UPI,0.86,6,0.29,8
662,Debit Card,0.95,7,1.97,7
4645,UPI,0.84,9,0.24,9
8504,Amazon Pay Later,0.9,5,1.34,4
2921,Debit Card,0.96,5,0.31,10
9275,Pay on Delivery,0.96,4,1.82,9
8947,Amazon Pay Later,0.96,5,0.76,4
6237,Amazon Pay Balance,0.96,8,1.07,0
6079,Easy Monthly Installments (EMI),0.84,1,0.44,8
353,Amazon Pay Balance,0.9,9,1.14,2
9095,Pay on Delivery,0.9,2,1.88,0
7006,Easy Monthly Installments (EMI),0.98,0,1.81,4
159,Amazon Pay Balance,0.86,3,0.22,9
957,Amazon Pay Later,0.99,1,0.82,2
2072,Amazon Pay Later,0.89,5,0.61,5
8596,Amazon Pay Later,0.93,0,1.01,6
9580,UPI,0.85,7,1.68,10
3454,Pay on Delivery,0.88,9,1.5,3
6676,Amazon Pay Later,0.94,5,0.75,3
956,Amazon Pay Balance,0.9,8,0.83,1
6296,Credit Card,0.99,5,1.34,1
1713,Pay on Delivery,0.95,9,0.47,6
4704,Amazon Pay Later,0.91,6,0.3,10
6564,Credit Card,0.98,4,0.56,4
9466,Easy Monthly Installments (EMI),0.93,7,0.34,4
5632,Amazon Pay Balance,0.93,7,0.77,1
9634,Amazon Pay Later,0.85,9,1.88,6
9990,UPI,0.88,8,0.33,1
1395,UPI,0.94,5,1.65,4
9462,Easy Monthly Installments (EMI),0.98,0,1.12,4
4733,Credit Card,0.86,8,1.3,2
3715,Net Banking,0.84,2,0.42,1
530,UPI,0.92,8,0.39,2
2959,Pay on Delivery,0.81,6,0.41,10
7905,UPI,0.94,2,1.37,4
3592,UPI,0.94,8,1.52,5
6896,Amazon Pay Balance,0.87,6,1.85,3
9132,UPI,0.98,6,0.86,6
526,Debit Card,0.9,6,0.98,1
6478,Amazon Pay Later,0.93,1,0.99,5
2,Easy Monthly Installments (EMI),0.84,3,0.61,8
375,UPI,0.88,9,0.72,9
4649,Net Banking,0.97,7,1.71,4
2366,Pay on Delivery,0.84,1,0.75,3
1526,Net Banking,0.88,3,1.75,8
1647,UPI,0.86,9,0.68,5
14,UPI,0.83,7,0.75,3
4600,Debit Card,0.86,2,1.16,0
2279,UPI,0.85,5,0.3,8
3156,UPI,0.98,1,1.85,9
8322,Amazon Pay Later,0.95,7,1.66,2
3815,Net Banking,0.86,7,1.37,5
3217,Debit Card,0.95,0,1.98,0
8220,Net Banking,0.8,2,0.13,5
2114,Debit Card,0.91,1,0.88,2
9445,Net Banking,0.85,6,1.73,2
4357,UPI,0.82,6,0.92,10
5544,Net Banking,0.98,3,0.11,6
4556,Net Banking,0.84,7,0.4,10
7063,Debit Card,0.96,2,0.92,8
3375,Easy Monthly Installments (EMI),0.88,8,1.37,5
6431,Credit Card,0.8,4,0.41,0
3467,Debit Card,0.95,1,0.95,8
3082,Debit Card,0.92,8,0.12,4
630,Debit Card,0.87,0,1.01,1
270,Amazon Pay Balance,0.86,7,1.8,2
5725,Easy Monthly Installments (EMI),0.81,5,1.23,10
5898,Amazon Pay Balance,0.99,0,0.94,4
3433,Amazon Pay Balance,0.9,3,0.41,1
9473,Debit Card,0.82,2,0.48,2
6277,Credit Card,0.97,6,0.25,7
5896,Debit Card,0.86,6,1.51,5
7116,UPI,0.84,5,0.25,1
6657,Credit Card,0.86,9,0.83,1
576,Amazon Pay Balance,0.91,9,1.52,0
7030,Pay on Delivery,0.81,7,1.45,6
6100,Net Banking,0.9,6,1.2,5
9500,Net Banking,0.98,3,1.19,5
3193,Easy Monthly Installments (EMI),0.84,6,0.27,4
3179,Pay on Delivery,0.87,0,0.43,2
6053,Amazon Pay Later,0.88,2,1.12,7
2735,Easy Monthly Installments (EMI),0.92,1,0.76,2
6117,Credit Card,0.98,6,0.14,4
3569,Amazon Pay Balance,0.88,8,1.62,7
9848,Credit Card,0.81,4,1.34,2
9772,Credit Card,0.87,8,0.72,4
2204,Net Banking,0.84,7,0.29,10
1391,Debit Card,0.93,0,1.22,5
1743,UPI,0.81,1,0.76,0
1926,Amazon Pay Later,0.86,5,0.59,1
620,Amazon Pay Balance,0.91,4,1.47,6
1275,Credit Card,0.86,6,0.72,8
957,Amazon Pay Later,0.91,8,0.36,9
1940,Credit Card,0.82,3,1.02,3
3954,Pay on Delivery,0.99,7,1.67,4
969,Net Banking,0.86,3,1.71,3
9509,UPI,0.98,2,1.71,10
9236,Net Banking,0.87,1,0.9,2
282,Amazon Pay Later,0.96,7,1.6,9
6263,Amazon Pay Balance,0.85,7,1.72,1
1059,Credit Card,0.93,2,0.97,2
4294,UPI,0.86,0,0.71,1
5179,Pay on Delivery,0.9,5,1.43,7
6981,Net Banking,0.93,4,1.82,0
9201,Pay on Delivery,0.92,7,1.95,4
1230,Amazon Pay Later,0.92,5,0.65,0
9228,Net Banking,0.81,3,1.92,4
4586,Credit Card,0.85,9,1.05,2
8468,Credit Card,0.91,9,0.68,8
2741,Pay on Delivery,0.8,1,1.98,0
2290,Amazon Pay Balance,0.85,7,1.77,9
1240,UPI,0.85,4,1.42,0
5371,Debit Card,0.85,7,1.8,7
126,Net Banking,0.91,4,1.39,2
7474,Credit Card,0.92,5,0.94,10
9401,Amazon Pay Later,0.98,9,1.9,6
5343,Net Banking,0.88,4,1.93,9
7352,Amazon Pay Balance,0.99,2,0.7,4
6639,Amazon Pay Balance,0.93,9,0.77,1
6571,Credit Card,0.98,7,0.83,10
3250,Credit Card,0.97,2,1.66,6
9111,Pay on Delivery,0.94,3,1.6,6
7596,Credit Card,0.87,5,1.97,2
6295,Pay on Delivery,0.85,1,0.98,5
6528,Easy Monthly Installments (EMI),0.84,6,1.5,4
5758,Debit Card,0.99,4,1.73,0
1970,Credit Card,0.99,9,0.52,0
892,Net Banking,0.94,4,1.28,1
4471,Net Banking,0.98,4,1.14,6
7176,Pay on Delivery,0.98,1,1.51,2
9557,Easy Monthly Installments (EMI),0.9,9,1.42,8
8321,Easy Monthly Installments (EMI),0.93,8,1.64,2
9207,UPI,0.88,2,0.69,9
9992,Amazon Pay Later,0.88,6,0.51,3
6813,Credit Card,0.81,4,1.63,10
7520,Pay on Delivery,0.89,9,0.79,7
4613,Net Banking,0.93,9,0.65,3
9711,Easy Monthly Installments (EMI),0.88,4,0.74,6
1199,Net Banking,0.97,3,0.23,10
5239,Net Banking,0.87,9,1.57,4
6090,Easy Monthly Installments (EMI),0.83,5,1.46,5
6258,Debit Card,0.96,6,1.15,7
7706,Easy Monthly Installments (EMI),0.93,6,1.46,3
3720,Easy Monthly Installments (EMI),0.85,7,0.81,5
303,Amazon Pay Later,0.91,4,0.66,9
987,Pay on Delivery,0.88,6,1.74,1
4441,Pay on Delivery,0.99,3,0.9,8
4910,Easy Monthly Installments (EMI),0.92,8,0.47,8
3073,Amazon Pay Balance,0.83,4,1.52,9
3125,Pay on Delivery,0.9,2,0.74,9
9520,Pay on Delivery,0.97,4,0.5,5
8126,Pay on Delivery,0.93,8,0.15,5
3292,Easy Monthly Installments (EMI),0.97,7,1.94,9
4034,Net Banking,0.85,0,0.99,6
5106,Credit Card,0.98,4,0.41,3
704,Net Banking,0.95,5,1.54,6
8134,Amazon Pay Later,0.95,9,1.79,9
575,Amazon Pay Balance,0.87,1,1.1,0
5705,Easy Monthly Installments (EMI),0.98,5,0.15,6
7849,Debit Card,0.93,8,0.79,0
5209,UPI,0.97,3,0.56,10
6925,Easy Monthly Installments (EMI),0.87,2,1.31,7
3829,Credit Card,0.83,8,1.09,9
3231,UPI,0.87,1,0.78,5
489,Debit Card,0.89,8,1.33,0
7115,Amazon Pay Later,0.91,9,1.21,10
9540,Amazon Pay Later,0.9,1,1.82,0
3174,Debit Card,0.91,9,1.23,3
1668,Net Banking,0.97,2,1.06,6
9830,Debit Card,0.83,6,1.66,4
4115,Pay on Delivery,0.86,1,0.48,4
3554,Pay on Delivery,0.98,0,0.56,7
7762,Easy Monthly Installments (EMI),0.91,8,1.59,1
1001,Credit Card,0.92,5,0.94,3
9043,Pay on Delivery,0.9,8,0.88,3
1389,Amazon Pay Balance,0.91,2,1.79,10
5451,Easy Monthly Installments (EMI),0.84,2,1.26,7
3713,Easy Monthly Installments (EMI),0.91,9,1.63,5
1368,Easy Monthly Installments (EMI),1.0,2,1.64,9
8190,UPI,0.91,1,0.33,8
9014,UPI,0.81,5,1.34,9
455,Amazon Pay Later,0.96,2,1.91,8
9817,Easy Monthly Installments (EMI),0.88,4,1.01,3
2773,Net Banking,0.83,4,1.49,9
3727,Pay on Delivery,0.97,9,1.18,6
7233,Amazon Pay Later,0.84,2,0.49,2
4807,Credit Card,0.98,2,0.47,5
2191,Debit Card,0.89,0,0.92,0
9109,UPI,0.95,5,1.02,4
2876,Easy Monthly Installments (EMI),0.91,2,1.06,5
5593,Credit Card,0.85,0,1.91,4
1441,Amazon Pay Later,0.93,9,0.29,6
8928,Amazon Pay Later,0.99,8,0.82,3
6060,UPI,0.95,0,1.08,4
7011,Amazon Pay Later,0.92,4,1.93,3
7118,Net Banking,1.0,4,1.06,8
9154,Amazon Pay Later,0.85,1,1.57,1
2990,Amazon Pay Balance,0.81,0,1.52,0
9219,Pay on Delivery,0.81,5,1.18,3
6229,Debit Card,0.94,6,0.35,5
6472,Amazon Pay Later,0.97,8,0.52,9
2864,Pay on Delivery,0.93,7,0.56,7
1178,Pay on Delivery,0.98,9,0.17,3
4761,Amazon Pay Balance,0.94,2,0.82,0
12,Credit Card,0.87,8,1.26,8
5253,Amazon Pay Later,0.84,0,0.37,2
4400,Net Banking,0.98,5,0.43,5
8235,Credit Card,0.82,9,1.44,9
9136,Pay on Delivery,0.91,1,0.42,7
5446,Pay on Delivery,0.86,9,0.36,10
6571,Easy Monthly Installments (EMI),0.85,8,1.96,4
9197,Amazon Pay Later,0.93,8,0.13,10
8213,UPI,0.85,7,0.72,6
407,Amazon Pay Balance,0.98,6,0.17,10
9207,Amazon Pay Balance,0.88,5,1.69,10
4432,UPI,0.94,1,1.21,9
5244,Debit Card,0.95,3,0.19,8
6543,Pay on Delivery,0.94,9,1.27,0
6937,Easy Monthly Installments (EMI),0.98,6,0.33,10
8907,Net Banking,0.85,5,1.04,7
4147,Amazon Pay Balance,0.82,8,1.37,1
141,Credit Card,0.81,4,0.38,0
4883,Pay on Delivery,0.98,5,1.04,3
6013,Net Banking,0.99,9,0.97,5
964,Amazon Pay Balance,0.86,5,1.84,7
7152,Easy Monthly Installments (EMI),0.94,7,1.99,0
8565,Debit Card,0.8,7,1.34,0
3611,Easy Monthly Installments (EMI),0.84,5,1.72,9
9885,Credit Card,0.94,7,1.33,1
6895,Easy Monthly Installments (EMI),0.81,6,1.76,8
7312,Net Banking,0.89,0,0.92,3
106,Pay on Delivery,0.93,4,1.26,6
5540,Credit Card,0.95,9,1.71,2
9874,Pay on Delivery,0.89,9,1.84,10
6788,UPI,0.93,9,0.15,0
2138,Amazon Pay Later,0.91,4,0.3,0
4446,UPI,0.81,9,1.87,8
3531,Net Banking,0.95,8,1.18,3
1287,Amazon Pay Later,0.83,6,1.98,10
7053,UPI,0.81,6,1.61,2
3655,Amazon Pay Later,0.89,9,1.65,4
7103,Amazon Pay Balance,0.97,1,0.83,0
2360,Easy Monthly Installments (EMI),0.83,7,0.59,2
8106,Credit Card,0.8,2,1.24,3
8637,Amazon Pay Later,0.82,8,1.77,5
6442,Amazon Pay Balance,0.87,5,1.48,8
5048,Easy Monthly Installments (EMI),0.92,8,1.0,2
8228,Easy Monthly Installments (EMI),0.84,8,1.53,3
5204,Debit Card,0.96,6,1.41,4
9668,Pay on Delivery,0.95,9,1.83,7
1799,UPI,0.94,7,0.6,8
9601,Debit Card,0.9,1,0.33,2
5292,Pay on Delivery,0.87,4,0.99,2
5496,Pay on Delivery,0.88,2,0.79,6
9901,Net Banking,0.9,0,1.95,8
6285,Amazon Pay Balance,0.82,5,0.11,0
7286,Debit Card,0.94,8,1.87,0
1301,Debit Card,0.87,1,1.91,1
6870,Pay on Delivery,0.84,8,0.2,5
9436,Easy Monthly Installments (EMI),0.86,7,1.79,2
3098,Amazon Pay Balance,0.84,8,0.99,7
4617,Easy Monthly Installments (EMI),0.98,4,1.56,4
10,Credit Card,0.83,1,0.25,2
5753,Amazon Pay Later,0.98,9,1.91,7
9853,Net Banking,0.91,9,1.25,7
6296,Net Banking,0.97,5,1.81,1
4816,UPI,0.89,6,1.38,4
1073,Easy Monthly Installments (EMI),0.99,2,1.12,2
3226,Amazon Pay Later,0.84,5,0.43,6
1317,Pay on Delivery,0.91,5,0.44,1
5700,UPI,0.83,7,1.0,8
6808,Net Banking,0.89,0,1.75,1
6675,Amazon Pay Later,0.91,3,0.32,10
3684,Debit Card,0.92,0,2.0,1
7228,Credit Card,0.87,7,1.76,5
3274,Pay on Delivery,0.82,1,0.85,2
7001,Debit Card,0.93,7,0.58,2
146,Credit Card,0.9,2,1.85,9
5011,Pay on Delivery,0.83,7,0.33,1
3041,Easy Monthly Installments (EMI),0.99,5,0.76,4
9655,Amazon Pay Balance,0.99,0,0.26,10
9777,UPI,0.97,6,1.91,4
483,UPI,0.97,6,1.27,6
3180,Amazon Pay Balance,0.82,5,0.74,7
1250,Amazon Pay Later,1.0,0,0.62,7
631,Amazon Pay Balance,0.88,4,0.94,2
8854,Easy Monthly Installments (EMI),0.83,0,0.27,5
2853,Net Banking,0.96,0,1.79,4
988,Amazon Pay Balance,0.85,5,1.07,3
7623,Credit Card,0.91,7,1.48,9
7328,Net Banking,0.83,0,0.54,5
9739,Amazon Pay Balance,0.89,1,1.06,3
8842,UPI,0.91,4,0.5,7
9161,Debit Card,0.89,7,1.65,8
1101,Credit Card,0.81,3,1.57,0
6653,Easy Monthly Installments (EMI),0.9,4,0.38,0
8633,Credit Card,0.89,9,0.24,3
7422,Pay on Delivery,0.85,4,1.67,5
5017,Amazon Pay Later,0.98,2,0.31,7
770,Debit Card,0.88,5,1.14,0
1344,Credit Card,0.97,4,1.12,2
4359,Pay on Delivery,0.82,1,0.49,3
9770,Amazon Pay Balance,0.86,9,1.22,9
6781,Credit Card,0.84,3,1.06,1
6603,Credit Card,0.88,3,1.07,8
2350,Credit Card,0.82,6,0.78,2
5700,Amazon Pay Later,0.89,6,1.69,3
1242,Credit Card,0.87,8,0.26,3
1126,Credit Card,0.84,9,0.93,0
9383,Amazon Pay Later,0.93,1,0.59,4
6765,Pay on Delivery,0.99,5,1.71,4
