customer_id,payment_method,success_rate,cashback_offered,transaction_fee,customer_preference
6567,7,0.86,6,1.13,10
4625,0,0.92,9,1.27,5
1634,7,0.94,9,1.11,5
1518,7,0.89,7,1.98,9
3649,2,0.97,2,1.6,5
1538,4,0.9,3,1.54,2
3138,1,0.83,9,1.29,9
6986,6,0.92,3,1.1,4
98,1,0.89,1,0.76,0
3751,1,0.99,6,1.59,5
8536,3,0.88,3,0.46,6
8175,2,0.88,3,0.17,4
8104,6,0.93,7,1.43,4
5414,5,0.91,5,0.38,5
4667,5,0.87,5,1.82,6
611,5,1.0,8,1.56,3
1728,1,0.86,3,1.24,6
1855,4,0.86,8,0.7,4
5056,1,0.97,0,1.31,6
2325,6,0.8,8,1.01,0
9370,4,0.84,0,0.65,9
9284,2,0.92,6,1.9,1
5775,4,0.83,5,0.41,1
6520,6,1.0,6,1.53,6
1750,7,0.89,8,1.62,8
782,1,0.92,9,1.91,6
7549,5,0.83,3,1.14,5
6824,7,0.86,8,1.12,2
2106,1,0.92,2,1.85,4
3868,0,0.91,9,1.62,9
7194,3,0.96,8,1.55,1
4977,1,0.85,0,1.6,8
2114,0,0.93,4,1.04,5
5880,6,0.86,9,0.18,8
3971,2,0.92,4,0.48,8
9260,0,0.92,0,1.32,6
7265,2,0.82,0,0.85,4
1578,1,0.91,2,1.25,3
9204,2,0.8,8,1.15,0
2275,0,0.9,6,0.93,8
4870,4,0.94,5,0.55,5
6745,3,0.81,8,1.47,1
2427,7,0.99,3,1.83,6
5547,7,0.89,3,1.56,5
6853,3,0.99,2,0.33,3
2552,5,0.82,4,1.12,5
6412,7,0.99,4,1.69,10
8,6,0.82,9,1.22,5
8088,1,0.89,6,0.94,4
2556,5,0.99,6,0.64,0
476,1,0.85,5,0.73,2
5417,0,0.81,3,0.56,6
8677,6,0.96,6,0.47,1
7240,0,0.92,1,1.22,9
6711,5,0.9,8,1.07,9
5001,5,0.81,6,1.5,0
4655,6,0.93,1,0.69,7
8079,6,0.83,9,0.98,6
6064,5,0.99,1,1.39,5
2286,5,0.94,5,1.93,9
5224,2,0.94,6,0.76,4
6972,4,0.85,8,0.67,5
3526,5,0.98,3,0.95,0
2823,6,0.91,7,1.48,8
4944,4,0.97,9,1.93,0
6531,5,0.85,1,1.12,3
259,0,0.95,5,1.64,2
283,1,0.91,3,0.98,3
1899,4,0.81,7,0.18,0
4136,0,0.88,8,1.8,9
6630,7,0.84,1,0.65,3
3201,6,0.87,6,0.36,3
5111,2,0.88,6,1.99,2
7168,2,0.89,7,0.76,7
613,1,0.92,4,0.36,6
688,5,0.91,2,0.69,8
3691,0,0.81,0,1.08,1
8805,7,0.95,3,0.27,9
2308,0,0.99,2,0.77,2
7134,6,0.87,1,1.37,5
6510,6,0.84,5,1.84,1
9974,5,0.91,6,0.86,1
5907,5,0.94,9,1.17,9
2592,6,0.94,6,1.31,1
7184,3,0.92,7,0.23,1
5249,6,0.83,1,0.75,4
8767,0,0.97,9,1.4,0
5109,1,0.89,5,1.5,6
3605,0,0.84,5,0.78,0
670,2,0.82,9,0.11,0
4365,7,0.88,0,0.11,4
7330,4,0.92,1,1.12,6
1284,1,0.93,8,1.15,2
924,3,0.99,7,1.16,6
1126,7,0.83,3,1.47,8
1530,7,1.0,5,1.85,10
9787,4,0.93,1,1.98,3
8439,2,0.89,4,1.43,4
3712,2,0.98,1,1.08,7
8005,2,0.94,4,0.37,8
9753,1,0.87,6,0.83,4
6275,0,0.98,6,1.19,4
3865,7,0.93,8,2.0,1
7834,0,0.94,2,0.34,8
6789,0,0.98,3,1.61,5
227,2,0.89,8,2.0,4
265,0,0.93,7,1.63,4
9588,7,0.95,6,1.56,3
646,7,0.89,7,0.59,0
7545,5,0.82,8,0.11,5
5570,3,0.95,3,0.53,0
2991,1,0.81,4,1.6,9
2505,0,0.94,8,0.3,1
9347,1,0.98,6,0.66,6
588,1,0.87,3,1.17,0
9178,1,0.82,5,1.2,7
4080,4,0.85,0,1.13,7
3349,6,0.91,0,1.96,6
6300,5,0.99,8,0.12,6
3832,1,0.9,7,1.03,0
9434,6,0.82,0,1.06,2
8382,6,0.93,1,0.66,8
9173,5,0.95,3,1.1,4
9891,7,0.88,0,1.38,4
1716,4,0.94,1,1.38,6
6451,0,0.86,4,0.27,10
5434,5,0.96,7,1.62,9
1099,3,0.87,5,1.87,7
7097,6,0.85,5,0.33,5
2327,1,0.98,3,0.89,4
9088,6,0.91,1,1.07,0
6417,4,0.86,2,0.36,9
6981,3,0.99,5,1.06,9
6764,7,0.94,5,0.49,9
1675,7,0.84,4,1.88,8
7951,2,0.92,5,0.95,5
9123,1,0.97,5,1.99,2
8916,2,0.94,0,0.19,9
6050,4,0.85,5,0.34,6
1090,3,0.93,4,0.94,3
4579,6,0.92,7,1.76,2
9128,0,0.96,8,1.15,6
156,2,0.84,5,1.49,5
9263,7,0.94,9,0.9,10
1959,1,0.81,3,0.18,3
6345,6,0.94,2,1.33,9
5780,3,0.99,9,1.3,7
6145,5,0.83,0,0.24,1
5064,4,0.86,6,0.42,5
3831,4,0.92,4,1.0,2
9047,7,0.95,3,0.95,7
8832,5,0.87,8,1.53,10
9795,4,0.93,6,0.84,7
6660,0,0.98,9,1.36,10
442,6,0.95,7,1.44,10
6041,1,0.94,3,1.33,0
5926,6,0.88,9,1.23,1
7359,0,0.98,9,1.63,3
4629,4,0.86,7,1.35,0
6371,0,0.84,3,1.68,2
9529,6,0.87,0,1.31,3
949,4,0.93,7,0.4,9
8180,1,0.97,0,0.69,2
6116,1,0.83,2,0.73,4
460,5,0.96,6,0.28,10
7569,0,0.96,2,1.42,9
4647,3,0.92,7,1.23,6
393,5,0.95,4,1.22,7
1788,1,0.84,2,1.01,7
7375,7,0.83,4,1.13,10
1139,4,0.97,4,0.12,1
4742,5,0.9,7,0.28,0
7419,2,0.85,8,1.4,5
6363,3,0.94,5,0.6,0
2455,4,0.98,9,0.31,5
9659,5,0.93,2,0.72,6
3675,1,0.87,1,0.58,8
1378,6,0.9,2,0.16,9
6702,1,0.95,8,0.88,9
2598,3,0.81,6,0.15,0
142,2,0.84,8,0.1,6
2660,5,0.89,5,1.61,3
4597,6,0.92,7,0.7,8
9032,5,0.87,9,1.18,10
5662,0,0.86,8,0.67,3
6143,7,0.81,2,1.87,1
5627,1,0.81,6,1.49,0
8788,5,0.86,8,0.8,6
8473,5,0.91,1,0.5,6
424,4,0.91,6,0.36,2
7000,4,0.9,4,1.55,4
4250,5,0.88,7,0.96,9
1751,2,0.85,3,0.54,6
4758,7,0.88,0,1.85,7
1968,5,0.83,9,0.84,8
4089,3,0.82,7,1.13,9
4179,1,0.86,5,1.73,9
7790,0,1.0,7,1.68,0
2947,4,0.87,2,1.31,8
9642,3,0.99,7,1.79,5
5395,1,0.88,7,1.91,5
7881,6,0.89,0,1.88,6
5076,4,0.96,3,0.76,8
7231,2,0.82,6,0.85,6
1532,4,0.84,0,0.56,6
2991,7,0.99,2,1.69,10
7156,7,0.9,2,0.33,2
4494,1,0.81,5,0.77,9
9336,3,0.81,4,0.12,8
934,0,0.98,6,1.23,3
1461,2,0.97,2,1.35,5
2724,1,0.89,0,0.57,6
286,6,0.83,2,1.5,8
265,2,0.97,7,0.82,9
6817,7,0.86,4,0.69,2
1763,5,0.88,2,1.92,10
41,5,0.94,7,1.22,1
5828,0,0.87,5,0.58,1
8260,2,0.93,2,1.97,1
988,1,0.98,4,0.84,8
7805,0,0.96,0,1.33,7
7790,4,0.88,5,1.48,8
5718,4,0.86,8,0.9,8
3199,6,0.86,6,1.12,0
5375,3,0.87,7,0.56,9
4791,5,0.9,5,0.99,9
7184,1,0.88,4,0.69,8
2525,2,0.83,5,1.14,0
9278,0,0.83,6,1.37,4
2480,1,0.87,8,1.27,3
9886,0,0.91,7,1.58,7
5155,0,0.92,4,0.18,4
779,0,0.9,6,0.25,8
9778,2,0.95,7,0.49,0
1493,1,0.95,0,1.97,7
661,7,0.89,7,1.62,5
1349,7,0.82,6,1.86,0
9492,2,0.91,1,0.62,1
7852,4,0.88,1,1.19,3
7157,2,0.83,5,1.15,4
2045,5,1.0,2,1.18,0
7369,0,0.87,0,1.46,9
3517,1,0.93,7,0.85,6
9251,1,0.9,6,1.39,3
9169,3,0.83,3,1.6,0
4578,3,0.81,0,0.65,5
728,6,0.93,1,1.9,8
7469,7,0.85,8,1.08,8
343,3,0.85,3,1.49,10
1448,3,0.99,2,1.48,3
6582,7,0.89,7,1.17,6
6318,5,0.81,3,0.71,9
527,4,0.87,6,1.37,0
6749,7,0.92,4,0.27,9
406,4,0.87,4,1.96,8
7987,6,0.81,5,0.45,0
9766,3,0.89,3,0.62,8
3741,1,0.82,1,1.91,5
1847,3,0.92,5,0.45,9
1479,0,0.92,4,0.42,10
772,6,0.81,2,1.63,6
5526,4,0.86,3,0.58,3
8771,4,0.88,2,0.28,8
194,0,0.91,2,0.53,5
2008,0,0.86,3,1.79,5
1186,5,0.86,1,0.63,9
2395,2,1.0,3,1.42,5
9985,0,0.81,9,0.85,3
9303,4,1.0,1,0.6,6
4006,1,0.81,9,0.37,1
7430,4,0.86,7,1.95,1
2262,4,0.9,9,1.09,10
3737,5,0.83,4,0.32,10
6717,2,0.83,6,0.48,5
4876,2,0.85,3,0.87,8
8922,0,0.99,9,1.13,2
4379,6,0.88,5,0.45,6
7816,3,0.91,9,0.63,8
3452,4,0.94,3,1.59,8
7617,7,0.95,5,0.89,2
9837,3,0.94,0,0.1,0
2801,3,0.87,5,0.2,1
8334,2,0.82,5,0.93,10
5411,2,0.86,1,0.21,7
1456,5,0.84,9,0.43,6
6893,5,0.83,9,1.48,0
5809,2,0.8,8,1.01,2
6797,1,0.99,5,1.02,7
4797,1,0.98,6,1.24,6
5094,7,0.81,1,1.6,4
1326,2,0.83,1,0.4,2
4977,0,0.83,1,0.43,6
9406,5,0.86,9,0.33,4
1160,2,0.84,8,1.88,0
4651,1,0.99,2,1.2,4
4988,2,0.82,3,0.28,2
4698,1,0.84,0,0.52,1
341,2,0.82,0,1.48,2
3829,4,1.0,3,0.16,9
1969,0,0.98,1,1.48,3
704,6,0.94,7,1.83,0
5483,7,0.89,3,0.21,3
6377,4,0.84,2,0.45,8
1801,0,0.84,2,0.1,0
5464,1,0.89,5,0.31,10
4913,5,0.95,5,1.27,6
4649,5,0.85,5,0.19,7
856,3,0.86,5,0.91,8
2867,0,0.92,7,1.06,6
183,2,0.85,7,1.82,8
3113,7,0.92,8,1.0,9
5671,2,0.88,0,0.37,2
4493,2,0.81,9,0.65,0
5824,0,0.88,7,1.38,1
1518,6,0.98,4,0.31,9
5003,7,0.86,2,0.54,0
1357,3,0.86,9,1.99,1
3630,4,0.81,2,0.11,8
3629,2,0.92,5,0.39,4
8211,7,0.97,7,1.7,3
6133,3,0.87,9,0.29,1
9325,4,0.85,1,0.16,2
6589,2,0.99,8,0.33,8
3312,7,0.95,4,1.42,2
6049,4,0.91,4,1.99,7
6247,0,0.86,0,1.22,0
988,6,0.84,5,0.34,4
3322,5,0.94,4,0.45,1
4616,5,0.9,6,1.12,3
8366,2,0.9,6,1.46,1
3742,2,0.81,3,1.36,2
3053,4,0.9,4,1.19,4
6575,7,0.96,9,1.97,1
727,5,0.99,7,0.48,8
3761,2,0.82,1,0.43,7
5807,3,0.93,0,1.73,4
1876,2,0.91,5,0.65,10
6994,5,0.98,3,0.73,0
4034,1,0.95,9,1.14,4
5444,6,0.99,2,0.82,3
990,5,0.99,6,0.65,8
3745,3,0.85,7,1.84,1
8612,7,0.95,3,0.35,6
594,3,0.91,9,0.87,1
1775,1,0.84,5,0.11,10
936,1,0.84,1,1.63,2
3809,2,0.82,7,0.42,2
332,2,0.96,5,1.57,9
7923,5,0.86,8,0.38,7
2703,0,0.97,5,0.89,1
5890,6,0.92,5,1.48,0
5055,3,0.93,1,0.61,5
3869,5,0.86,4,0.7,5
4201,0,0.89,8,1.37,10
202,5,0.88,0,0.46,0
2498,6,0.85,3,1.91,4
1843,6,0.97,9,0.46,8
9102,1,0.92,9,1.52,9
4659,2,0.81,2,1.62,10
7545,2,0.96,0,0.81,9
7719,6,0.82,0,0.4,4
771,5,0.88,0,0.42,6
3156,6,0.91,0,1.97,5
1629,2,0.8,1,1.48,10
387,7,0.93,4,0.96,9
6032,5,0.93,1,0.59,3
6440,1,0.93,3,0.14,1
6402,4,0.83,8,1.37,9
4009,5,0.85,2,1.92,4
2467,5,0.85,1,0.3,9
2283,2,0.99,3,1.53,8
1857,1,0.81,8,0.39,2
7981,5,0.89,3,1.6,2
1999,2,0.97,4,0.8,10
5477,6,0.95,3,1.45,6
9429,3,0.96,7,1.86,9
4670,1,0.99,3,1.28,1
9343,0,0.88,1,1.85,7
4319,7,0.86,3,0.55,6
7065,0,0.81,1,1.96,7
7447,4,0.83,8,1.76,9
1432,6,0.91,7,0.3,5
5625,1,0.83,8,0.89,4
7462,5,0.95,3,1.86,10
1820,2,0.81,0,0.25,3
1131,4,0.85,2,0.96,7
6564,1,0.94,6,1.47,1
2659,7,0.85,0,0.16,5
3501,1,0.95,7,1.53,9
8567,4,1.0,8,0.79,5
2121,2,0.96,7,0.57,4
4021,0,0.87,4,1.19,1
3260,3,0.98,8,1.13,4
1824,0,0.81,3,1.76,2
1475,2,0.95,8,1.38,6
2243,4,0.8,0,0.9,6
3244,2,0.83,2,1.34,7
6991,6,1.0,3,1.53,10
5161,7,0.87,9,1.88,9
3135,1,0.96,0,1.44,10
2071,6,0.88,5,1.13,8
360,1,0.97,3,0.81,0
1142,0,0.99,3,1.79,3
1636,4,0.89,0,1.61,5
4001,3,0.91,4,0.25,6
3362,3,0.93,8,1.43,10
6584,7,0.99,5,1.12,4
7836,2,0.85,7,0.3,5
7,7,0.92,3,1.17,0
3268,1,0.86,8,0.47,10
6565,5,0.84,6,1.45,4
9784,5,0.82,6,0.63,1
4929,5,0.92,7,0.39,10
2607,2,0.98,1,0.26,1
5907,7,0.87,5,1.03,0
3274,6,0.91,6,0.48,9
7612,4,0.93,2,1.72,8
914,0,0.88,7,0.11,3
2012,1,0.98,0,1.7,3
1443,5,0.87,0,1.09,8
5547,4,0.83,9,1.85,4
1830,3,0.83,2,0.49,3
8768,6,0.98,5,0.29,6
6469,7,1.0,6,1.29,4
930,1,0.86,1,1.44,7
3700,1,0.83,5,0.81,2
9656,3,0.9,4,0.13,7
1055,6,0.94,5,0.87,10
5745,3,0.92,0,0.54,5
1901,3,0.99,9,0.76,8
9650,5,0.96,6,1.06,5
6981,6,0.97,7,1.43,3
7070,5,0.91,6,1.93,1
9592,7,0.87,8,0.37,10
3416,3,0.94,0,1.39,2
443,0,0.89,9,0.54,6
6219,1,0.86,8,0.52,9
4653,6,0.83,2,1.3,4
7940,3,0.91,1,1.57,6
7834,6,0.92,5,1.96,6
9371,1,0.91,4,1.56,5
7598,2,0.82,3,0.4,1
4459,4,0.91,3,0.53,4
6592,2,0.83,7,1.55,10
9450,3,0.93,9,1.1,9
2310,1,0.89,2,0.66,5
6269,4,0.97,0,1.0,7
911,2,0.96,4,1.84,0
4341,3,0.94,7,1.54,9
4010,1,0.94,2,0.96,6
6629,3,0.91,1,1.96,4
2170,5,0.81,0,1.61,6
2173,1,0.93,3,0.11,2
5669,2,0.89,1,0.31,3
6314,3,0.89,7,1.15,1
8316,6,0.88,9,0.76,5
8037,2,0.99,8,1.64,4
6790,3,0.85,9,1.8,0
786,6,0.86,0,0.56,0
6140,6,0.99,1,1.55,7
6345,7,0.96,5,1.12,7
2417,6,0.8,9,0.84,5
8989,2,0.98,6,1.59,10
4155,2,0.85,1,1.17,8
5620,0,0.94,7,1.31,0
1937,4,0.91,9,0.22,9
3808,5,0.91,8,1.21,7
7152,2,0.94,7,0.67,1
9494,1,0.84,8,1.04,7
3237,4,0.83,5,0.52,2
2353,6,0.93,6,1.27,5
1933,3,0.86,5,0.38,6
8557,7,0.99,6,0.33,2
4917,1,0.89,2,0.46,1
5499,4,0.82,3,1.65,0
947,1,0.94,8,0.16,4
9570,1,0.86,2,1.49,0
1440,1,0.83,1,0.21,0
7731,4,0.88,6,1.22,4
4858,7,0.99,5,1.57,2
341,6,0.88,2,0.54,9
383,0,0.87,5,0.47,2
9749,5,0.89,6,0.65,10
8492,6,0.8,5,1.43,6
139,2,0.83,0,0.58,2
359,4,0.97,0,1.05,1
4932,1,1.0,8,0.36,2
9715,6,0.83,5,0.98,10
3457,2,0.91,1,1.29,3
1628,4,0.99,0,0.24,8
9496,2,0.83,1,1.65,1
6627,1,0.84,7,1.88,5
5005,0,0.99,4,0.47,4
9327,4,0.94,6,1.54,5
6653,2,0.83,6,0.7,4
6417,3,0.88,1,1.39,5
3171,2,0.81,3,0.68,3
3836,5,0.89,1,1.74,7
8018,1,0.96,6,0.76,8
2152,7,0.91,4,1.71,9
9430,2,0.93,0,1.56,6
6906,0,0.87,1,0.47,10
2835,3,0.83,5,0.4,0
9191,3,0.8,3,1.58,4
2568,7,0.96,6,0.84,6
1308,6,0.93,1,1.9,4
8849,5,0.85,1,1.89,4
2661,7,0.88,5,1.42,4
3731,5,0.96,7,1.05,4
6208,2,0.91,0,0.47,10
3163,1,0.86,4,1.78,4
1141,0,0.85,0,0.26,0
8459,3,0.84,5,0.8,5
1709,7,0.96,6,0.71,10
3631,0,0.92,5,1.92,10
3212,5,0.94,8,0.32,5
6539,1,0.97,2,1.79,7
9703,3,1.0,7,0.97,4
476,3,0.85,2,0.19,1
7685,5,0.84,6,1.48,6
9169,1,0.89,4,0.29,0
1208,3,0.81,0,0.55,4
1961,1,0.96,3,1.62,4
558,3,0.98,8,0.39,2
883,2,0.94,7,0.72,1
4762,5,0.85,2,0.79,10
5868,1,0.82,1,1.22,3
6964,0,0.88,8,1.6,6
7167,6,0.97,0,0.54,9
7930,2,0.87,8,0.49,2
5348,4,0.81,6,0.52,5
7270,0,0.85,1,0.83,6
9803,5,1.0,4,1.12,1
8126,3,0.94,1,0.13,2
2455,4,0.98,4,1.58,8
4495,0,0.95,6,1.86,0
1947,2,0.91,4,1.7,7
2809,4,0.83,1,0.17,0
6643,4,0.87,4,1.1,2
3826,1,0.92,9,1.65,5
3537,7,0.97,5,0.75,10
6069,0,0.85,4,1.8,7
3803,7,0.82,1,1.79,6
4700,5,0.91,5,0.37,2
1971,0,0.84,5,1.04,5
5807,0,0.92,1,0.15,0
6143,1,0.85,3,0.64,7
2820,3,0.85,6,1.64,8
9095,2,0.88,0,1.95,8
365,2,0.92,0,1.84,3
4259,2,0.91,5,0.18,3
3120,6,0.85,6,1.86,6
1864,5,0.98,4,1.66,6
116,4,0.82,9,1.75,10
7085,3,0.81,7,1.84,5
8017,7,0.92,3,1.03,6
2385,2,0.82,2,0.5,0
3936,6,0.9,6,0.14,8
7743,7,0.99,3,0.14,5
5443,3,0.94,0,1.32,7
2491,5,0.92,7,0.74,4
6981,3,0.91,4,1.04,6
9135,1,0.84,7,0.35,2
7662,4,0.89,7,1.95,9
1725,2,0.87,4,0.35,0
8183,5,0.99,7,0.95,6
2768,1,0.85,6,0.94,4
1138,2,0.89,2,0.12,0
4118,3,0.99,3,1.37,8
3421,3,0.96,6,1.12,8
5846,6,0.99,3,1.05,5
4779,0,0.92,5,1.65,10
3907,0,0.87,1,0.56,8
3638,3,0.97,1,1.74,6
2954,3,0.86,2,1.74,7
5930,7,0.83,9,1.67,10
277,6,0.94,6,0.75,1
2000,4,0.93,2,0.41,1
1228,7,0.98,2,1.0,3
6338,4,0.99,3,0.59,0
3736,1,0.97,9,0.2,7
696,0,0.81,5,0.63,4
9502,0,0.93,0,0.99,6
4153,6,0.96,5,0.31,1
7902,3,1.0,7,1.89,4
7471,3,0.87,7,1.35,8
7538,1,0.83,5,0.36,8
2842,5,0.97,5,1.64,1
4209,5,0.86,2,1.86,10
8734,6,0.92,1,0.6,1
1089,5,0.88,6,0.37,4
3364,0,0.88,7,0.71,2
25,7,0.95,9,1.68,0
9765,5,0.87,5,0.43,10
6145,2,0.94,4,1.58,0
5669,6,0.8,3,1.46,4
4237,1,0.86,0,1.34,2
9960,5,0.86,8,0.92,8
8069,2,0.95,9,0.8,2
2236,5,0.86,3,0.26,2
7296,7,0.93,1,0.78,2
8393,7,0.94,3,1.24,0
8449,5,0.93,4,1.81,2
3748,6,0.92,1,1.68,4
3176,6,0.88,6,0.16,7
4898,2,0.87,2,0.36,6
5038,1,0.91,7,1.71,10
7428,2,0.81,3,1.88,3
8606,1,0.98,4,0.21,3
2015,5,0.97,2,1.43,3
1382,1,0.87,4,0.79,7
1099,3,0.91,8,0.79,7
3427,0,0.99,1,1.32,1
3656,4,0.85,6,1.64,6
7939,0,0.95,9,0.62,10
9102,7,0.82,7,1.44,4
188,3,0.9,2,1.31,1
5410,0,0.98,3,1.08,2
2093,5,0.91,9,1.24,10
2131,1,0.92,1,0.13,6
5243,1,0.98,9,0.11,5
8550,2,0.94,8,1.15,5
5648,2,0.94,2,1.1,6
5186,6,0.92,8,0.24,5
5777,1,0.93,6,1.03,10
7914,6,0.96,5,1.54,1
7548,5,1.0,2,1.13,7
7824,1,0.96,6,1.08,6
7356,2,0.94,2,1.46,5
6466,0,0.83,5,0.43,4
1498,6,0.96,7,0.97,10
2556,6,0.95,4,0.38,5
5410,7,0.95,2,1.1,2
2952,2,0.85,5,1.22,1
1239,5,0.98,7,0.33,8
9166,6,0.82,9,0.24,0
4728,0,0.85,2,0.42,1
3966,0,0.93,4,1.21,10
5687,0,0.93,8,0.46,9
9243,3,0.86,9,0.62,9
3702,3,0.94,9,1.43,0
2781,4,0.88,2,0.57,7
7399,0,0.8,1,0.86,3
1589,6,0.83,7,1.86,5
2369,5,0.98,6,1.67,10
5790,1,0.84,8,0.59,4
437,5,0.82,3,1.24,7
2829,3,0.94,2,1.37,9
1557,2,0.89,9,1.81,6
7571,6,0.96,4,1.14,0
7481,4,0.97,0,1.17,7
9497,3,0.97,4,1.79,3
183,1,0.86,2,0.2,6
7191,7,0.9,0,1.29,2
6688,4,0.93,2,0.89,1
5566,3,0.86,4,1.83,0
7242,5,0.81,4,1.93,9
7652,4,0.9,9,0.42,4
5576,6,0.8,7,0.63,10
1590,5,0.99,0,0.62,2
9780,0,0.96,6,0.29,10
8852,0,0.84,4,1.02,2
160,0,0.86,2,1.07,7
6556,4,1.0,3,1.19,0
9204,7,0.87,2,1.36,1
8245,1,0.96,7,0.22,0
6847,6,0.89,3,1.28,6
2308,4,0.97,2,1.84,3
1229,2,0.94,1,0.96,2
7227,6,0.8,2,0.3,2
5591,5,0.86,6,0.26,9
6920,5,0.91,5,0.64,10
5586,4,0.99,9,1.53,2
9228,4,0.82,4,0.6,1
6047,1,0.92,7,1.65,4
4946,7,0.86,0,1.66,0
7928,4,0.98,2,0.97,4
7017,0,0.95,1,0.67,9
7759,1,0.87,1,1.24,7
5087,2,0.83,0,1.64,6
9457,0,0.8,4,0.22,10
7162,2,0.92,4,1.91,2
1885,3,0.88,2,1.33,8
1810,2,0.86,8,0.86,10
3168,0,1.0,5,1.06,9
6353,3,0.89,9,0.83,6
9010,0,0.95,5,0.88,0
6057,5,0.84,9,1.23,5
2438,0,0.8,5,0.21,3
6469,3,0.88,1,0.43,5
9081,2,0.93,9,0.53,2
5952,5,0.9,9,0.87,4
5277,7,0.98,7,0.81,2
8860,7,0.89,5,1.47,6
7819,6,0.86,2,0.59,4
4729,7,0.98,9,0.21,3
2625,7,0.88,8,0.21,9
5739,1,0.85,1,0.12,6
4233,7,0.82,6,0.17,6
5794,3,0.96,2,1.73,9
4524,4,0.97,5,1.42,8
5572,7,0.81,4,1.99,2
9011,0,0.87,5,0.14,10
9299,4,0.95,7,1.71,10
2225,7,0.99,2,1.42,9
8390,4,0.88,1,1.32,7
6092,2,0.97,7,0.78,6
8663,3,0.88,0,0.82,8
6362,3,0.84,1,1.71,1
1949,6,0.8,9,1.46,5
7095,4,0.87,0,1.37,4
6319,6,0.88,4,0.16,2
3797,5,0.99,7,0.45,6
235,1,0.84,1,1.93,4
9121,0,0.88,3,0.96,5
3608,4,0.81,3,1.58,3
8044,3,0.95,6,0.84,6
523,6,0.98,0,1.55,6
5905,2,0.85,8,0.33,4
4889,7,0.89,2,0.18,6
9822,3,0.82,5,0.99,6
5833,2,0.89,9,1.22,9
7123,7,0.83,4,0.72,7
5843,1,0.9,3,1.46,10
1317,3,0.95,8,1.04,0
1125,6,0.91,8,1.86,3
5622,3,0.85,0,0.26,10
5424,4,0.87,6,0.23,0
2588,4,0.93,9,1.82,2
9216,2,0.92,8,1.37,7
5673,6,0.83,4,1.38,6
1379,5,0.97,0,0.15,2
3375,4,0.9,7,1.88,3
1520,0,0.83,4,1.57,1
5778,1,0.82,5,1.55,1
7936,0,0.99,6,1.83,4
6094,3,0.86,9,1.2,1
8419,0,0.98,6,0.85,10
5356,7,0.88,6,1.01,6
4969,1,0.88,0,1.58,0
9084,0,0.94,6,1.56,8
5575,7,0.8,2,1.26,9
4073,2,0.87,4,0.51,0
2258,0,0.86,9,1.66,10
8589,1,0.97,4,1.33,0
4425,7,0.91,7,0.52,8
3238,0,0.87,6,1.01,6
3894,2,0.85,6,1.99,9
2006,0,0.92,5,0.72,3
2017,7,0.83,6,0.32,2
9389,0,0.85,6,0.14,4
1773,1,0.86,4,0.45,1
8354,3,0.92,4,0.46,5
3977,6,0.87,3,1.73,5
1752,6,0.9,3,0.4,0
8968,7,0.93,4,1.74,9
7431,7,0.99,9,0.26,8
7171,7,0.95,8,1.82,0
6470,7,0.88,5,0.59,5
9132,0,0.95,7,1.26,6
3221,1,0.99,8,0.4,7
540,6,0.9,3,0.84,1
1462,2,0.88,6,0.26,10
5185,6,0.82,4,1.2,7
8548,1,0.98,3,0.76,10
235,7,0.85,6,1.72,9
1549,5,0.81,2,0.45,1
7481,0,0.91,0,0.63,1
4214,5,0.97,6,0.44,8
1674,0,0.88,8,1.17,6
6709,7,0.96,1,0.31,7
7983,0,0.97,6,0.46,0
2101,7,0.89,9,1.39,9
3749,1,0.92,1,0.24,5
3174,4,0.91,2,1.51,0
1816,3,0.99,9,0.3,4
3842,0,0.95,9,1.21,1
8017,7,0.99,2,2.0,8
7012,5,0.84,3,0.43,2
4494,7,0.86,5,0.6,9
675,5,0.81,2,1.81,6
8089,6,0.9,8,1.29,1
8579,0,0.97,1,1.04,9
2159,2,0.87,6,1.17,3
2662,5,0.83,5,0.66,9
2065,7,0.81,1,1.73,2
3254,0,0.89,2,1.52,0
4980,7,0.83,5,1.32,9
7704,2,0.87,9,1.87,5
8932,3,0.96,3,1.2,4
1402,4,0.88,0,1.07,5
3260,4,0.92,0,1.95,0
3924,2,0.9,2,0.49,10
4215,1,0.94,7,0.37,7
3228,0,0.83,3,0.41,3
2746,2,0.98,0,1.98,6
6092,3,0.93,7,1.34,7
3867,7,0.85,9,0.68,2
5819,0,0.82,5,0.57,3
2223,6,0.83,0,0.21,8
2793,5,0.96,9,0.35,8
9890,2,0.92,9,1.83,6
4064,6,0.88,5,1.52,2
1525,6,0.87,0,1.89,10
8225,3,0.97,9,0.91,3
6199,6,0.97,9,1.24,6
4026,2,0.92,2,1.02,5
2567,1,0.9,1,1.77,5
2804,4,0.96,3,1.98,10
3710,4,0.95,1,1.87,3
6156,0,0.88,4,1.24,9
720,7,0.82,3,0.22,7
6517,3,0.95,5,1.27,8
4580,2,0.83,6,0.28,9
973,0,0.8,1,0.36,6
3719,2,0.97,1,0.46,7
7396,0,0.92,7,0.79,9
4403,4,0.98,8,1.22,1
4553,6,0.9,4,0.73,3
2208,1,0.99,6,0.96,2
4427,2,0.87,8,0.19,5
6920,1,0.94,0,1.28,1
8836,5,0.86,7,1.35,6
8387,5,0.8,9,0.29,7
8681,6,0.88,9,1.59,3
2205,4,0.95,8,1.33,7
